svc_sentiment,text
negative,So far not impressed not as user friendly as the iPad and the advertisements in the apps are annoying. Great price though.
positive,Very nice more than expected.
positive,Awesome! Love it!
positive,The Kindle is great but the shipping was terrible.
negative,Seems to work well was bought for grandkids they like it so far
positive,Love it.
positive,Great<br />The only thing I'm not to impress is the camara.
positive,The kindle fire was easy to set up apps are good but much different from Apple products I will have to get used to the difference
positive,Great tablet- but battery runs out very quickly!
positive,My first tablet and I love it.
positive,Still figuring everything out...but still loving it!
positive,Very pleased with my purchase!
positive,Great
positive,Love it. But is a little hard sometimes to move things with my finger. But still love it.
positive,Good item at great value.
positive,The picture and sound quality of the Fire HD 7 is remarkable. It is a huge upgrade from my old android.
positive,I love this thing.perfect size.. great quality picture...the sound is amazing for such small speakers.woo hoo!
positive,i like it alot
positive,Exactly what I was looking for! Beautiful crisp resolution. No lag in selecting icons or navigating. This is my third tablet purchase and am definitely satisfied based on price and quality. W
positive,It is great but I did not like that I had to pay $15 to get the special offers screen off.  I would not have mined the special offers except that they came up every time in awoke from sleep i
negative,It's okay.  The on off button is very small and hard to use.
positive,I didn't know I could miss something as when my old one broke.when this one came on sale I couldn't wait and really love it.
positive,Great!
positive,I'm so excited I can access my photos on my kindle.  So far I'm loving this kindle.
positive,GOOD job
negative,Needs more apps! No instagram???!!!
positive,Freaking love this thing!!
positive,I'LL LOVE IT MORE AS SOON AS I LEARN MORE ABOUT Personal set up
negative,Expectations are met.  Although a bit heavy
positive,My daughter and my son-in-law know of my love to read and gave this to me as a gift. Best gift ever !  Still learning the in's and out's but overall very happy with it.
positive,I love it. It has met my expectations.
positive,Love my Kindle!!!! It is great!!!!
positive,very happy with the fire hd 7 and the help I needed with registration. It is just what I expected when ordering it.
positive,Best tablet I have ever bought.
positive,Got this as a step up from my old kindle fire and what a difference in technology. No more skipping videos or slow loading. This thing is awesome. Wish I had gotten it sooner and am loving th
positive,I love this tablet! And I got it during the one day sale for $79!
positive,My kids love it.
positive,I love it.
negative,Not a lot of memory and lacks micro SD slot
positive,It's great!  I've owned two Nooks before finally taking the plunge and buying a Kindle. I'm so glad I did. I can do the same things on it that I can do on my computer. Won't go back to the No
positive,My 3 kindle speaks for itself.
positive,Some screen are little confusing to use. But I am very happy with my purchase.
positive,HOT LIKE FIYA!!!  YUP...
positive,This is my 2nd Fire HD. My husband took over our first Fire HD. Enjoy them both.
positive,Awesome deal and my daughter loves it
positive,Love it! What an improvement over the 2nd generation. It even lets me print wirelessly to my printer. Processor is much faster too. Love the HD also.
positive,This is my third kindle and I love it!  My grandkids love them too!  Easy to use and great for the price and durable with the kids!
positive,I love this device.
positive,great product and super shipping  Really love the new one
positive,Luv luv love it!!!
positive,Came fast New in perfect shape as described awesome tablet
positive,Got it for my 7 year old grandson.  He's in 7th heaven right now!!!
positive,Love my new Kindle Fire.  It does everything that I need it to do and works perfectly with my wireless flash drive.
negative,I do not want to post a negative review.
positive,Loving the fire HD so clear
positive,I love it
positive,Love it!!  So glad we purchased this.
positive,Really Fun!
positive,Great device! I'm loving my new Fire HD!
negative,Some said &#34;better than iPad mini&#34;.<br />Not!
positive,Great but the storage sucks
positive,Love the camera enjoy the I pad only wish the Fire HD 7 would have a connection for a HDMI hook up to TV
positive,I like it so far.
negative,The battery doesn't last very long & every time I move my fingers I lose my place & can`t find it again. I think I like it but the old kindle was easier to operate.
positive,I love my kindle.
positive,Awesome tablet for the money. .my daughter loves it. .
positive,Amazon is very limited when it comes to apps its not like the Google playstore.<br />This im sure will change im due time but as for now nope. As for the device itself its very good! It feels
